Bulan,Tahun,Jenis Produk,Varietas Hibrida,Volume Penjualan,Harga per Unit,Total Pendapatan Bruto,Total Pendapatan Netto,Indeks Permintaan Pasar,Biaya Transportasi,Varietas Benih,Kelas Benih,Kondisi Cuaca_Cerah,Kondisi Cuaca_Hujan,Jenis Pupuk_Jenis B,Jenis Pupuk_Jenis C,Pendapatan per Unit,Rasio Biaya Transportasi
3,2016,Sage 03,Hibrida B,0.2571428571428572,62000,0.2758310871518418,0.25976919306688057,34.32,78600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,1.0726764500349402,284957.00325732905
3,2016,Sage 03,Hibrida C,0.2285714285714286,62000,0.24797843665768193,0.25763044156307086,36.5,21400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.0849056603773584,86297.82608695653
4,2016,Sage 01,Hibrida A,0.6285714285714286,60000,0.605570530098832,0.5783540524885264,43.8,97600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9634076615208691,161170.32640949555
4,2016,Sage 01,Hibrida B,0.39999999999999997,60000,0.389937106918239,0.36594929376643054,48.39,94300,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9748427672955976,241833.8709677419
4,2016,Sage 01,Hibrida C,0.8571428571428572,60000,0.821203953279425,0.8201666443880051,45.44,34900,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9580712788259957,42498.577680525166
4,2016,Sage 02,Hibrida A,0.5142857142857142,58000,0.4690026954177897,0.4712382480060598,35.02,34000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345912,72494.25287356322
4,2016,Sage 02,Hibrida B,0.2,58000,0.1823899371069182,0.16160941050661676,33.34,90900,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.911949685534591,498382.75862068974
4,2016,Sage 02,Hibrida C,0.2571428571428572,58000,0.23450134770889486,0.22332130285612445,35.28,68400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.911949685534591,291682.7586206897
4,2016,Sage 03,Hibrida A,0.17142857142857143,62000,0.1922731356693621,0.19743349819542838,32.14,32500,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.1215932914046123,169030.37383177568
4,2016,Sage 03,Hibrida B,0.31428571428571433,62000,0.33153638814016173,0.3092278215924787,31.82,91600,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.0548885077186962,276289.43089430896
4,2016,Sage 03,Hibrida C,0.7714285714285716,62000,0.7771787960467206,0.77730249966582,47.99,33100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.0074539948753782,42589.94219653179
5,2016,Sage 01,Hibrida A,0.2285714285714286,60000,0.22821203953279423,0.21712783495967564,37.37,68300,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9984276729559747,299283.07086614176
5,2016,Sage 01,Hibrida B,0.4857142857142857,60000,0.47079964061096136,0.45475203849752704,40.89,75000,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9692933777284498,159303.4351145038
5,2016,Sage 01,Hibrida C,0.11428571428571427,60000,0.12039532794249774,0.12632001069375753,30.44,32100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.0534591194968554,266621.6417910448
5,2016,Sage 02,Hibrida A,0.5428571428571429,58000,0.49505840071877805,0.47965958205231035,48.88,73100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.911949685534591,147659.34664246824
5,2016,Sage 02,Hibrida B,0.8571428571428572,58000,0.7816711590296496,0.7691930668805418,46.54,61300,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9119496855345911,78421.72413793104
5,2016,Sage 02,Hibrida C,0.42857142857142855,58000,0.3908355795148247,0.39304014614801946,38.64,35500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345911,90831.03448275864
5,2016,Sage 03,Hibrida A,0.9142857142857144,62000,0.9164420485175201,0.9093258477030699,45.07,46800,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.0023584905660374,51067.05882352942
5,2016,Sage 03,Hibrida B,0.39999999999999997,62000,0.41509433962264153,0.39811968096956735,43.58,78100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,1.037735849056604,188150.0
5,2016,Sage 03,Hibrida C,0.5428571428571429,62000,0.5543575920934412,0.5619569576259857,33.08,20400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.0211850380668652,36799.35170178282
6,2016,Sage 01,Hibrida A,0.28571428571428575,60000,0.2821203953279424,0.2696609187720002,39.33,70400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9874213836477983,249538.85350318477
6,2016,Sage 01,Hibrida B,0.7714285714285716,60000,0.7403414195867025,0.7180412600810944,41.91,84100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9597018402049846,113596.23786407769
6,2016,Sage 01,Hibrida C,0.5714285714285714,60000,0.5516621743036837,0.5449360602415008,43.96,52600,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9654088050314465,95348.20846905539
6,2016,Sage 02,Hibrida A,0.2571428571428572,58000,0.23450134770889486,0.22421244931604506,30.43,66400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.911949685534591,283154.0229885058
6,2016,Sage 02,Hibrida B,0.9142857142857144,58000,0.8337825696316262,0.8165129439023302,45.25,71100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9119496855345911,85274.0301724138
6,2016,Sage 02,Hibrida C,0.7142857142857144,58000,0.651392632524708,0.6329367731586686,46.77,77100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9119496855345911,118361.79310344828
6,2016,Sage 03,Hibrida A,0.6857142857142857,62000,0.6936208445642408,0.6962972864590296,41.55,28900,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0115303983228512,41665.414507772024
6,2016,Sage 03,Hibrida B,0.6000000000000001,62000,0.610062893081761,0.5858842400748563,47.59,90700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,1.0167714884696015,148673.19587628866
6,2016,Sage 03,Hibrida C,0.8571428571428572,62000,0.8607367475292004,0.8418215033640779,45.49,74300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,1.0041928721174003,86321.3987473904
7,2016,Sage 01,Hibrida A,0.3714285714285714,60000,0.36298292902066487,0.3609143162678787,37.57,45600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9772617319787132,125625.74257425743
7,2016,Sage 01,Hibrida B,0.2,60000,0.20125786163522008,0.17867486521409798,30.1,94600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.0062893081761004,470043.7500000001
7,2016,Sage 01,Hibrida C,0.4857142857142857,60000,0.47079964061096136,0.47324332754088133,34.6,33500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9692933777284498,71155.53435114503
7,2016,Sage 02,Hibrida A,0.05714285714285716,58000,0.052111410601976604,0.054850064608118365,31.17,40500,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9119496855345903,777181.0344827592
7,2016,Sage 02,Hibrida B,0.8,58000,0.7295597484276729,0.7104219578487725,43.5,77200,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9119496855345911,105817.24137931035
7,2016,Sage 02,Hibrida C,0.6285714285714286,58000,0.573225516621743,0.5770618901216416,49.31,28500,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9119496855345912,49718.652037617554
7,2016,Sage 03,Hibrida A,0.5142857142857142,62000,0.5265049415992812,0.5141023927282449,48.93,65800,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0237596086652692,124975.08532423209
7,2016,Sage 03,Hibrida B,0.6000000000000001,62000,0.610062893081761,0.6009891725705119,38.51,56800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.0167714884696015,93105.15463917526
7,2016,Sage 03,Hibrida C,0.4857142857142857,62000,0.4986522911051213,0.4761841108586196,44.8,88900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.0266370699223086,178280.54054054053
8,2016,Sage 01,Hibrida A,0.6285714285714286,60000,0.605570530098832,0.6070489684979727,33.68,33200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9634076615208691,54824.332344213646
8,2016,Sage 01,Hibrida B,0.3714285714285714,60000,0.36298292902066487,0.3686672904691886,40.89,28200,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9772617319787132,77689.60396039604
8,2016,Sage 01,Hibrida C,0.2,60000,0.20125786163522008,0.1768034576482645,38.32,98800,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.0062893081761004,490912.5000000001
8,2016,Sage 02,Hibrida A,0.6000000000000001,58000,0.5471698113207547,0.5313015194047142,33.6,73200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.911949685534591,133779.3103448276
8,2016,Sage 02,Hibrida B,0.4857142857142857,58000,0.4429469901168014,0.4352804883482601,44.02,56700,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9119496855345911,128006.28803245438
8,2016,Sage 02,Hibrida C,0.05714285714285716,58000,0.052111410601976604,0.05453816334714612,32.94,41200,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9119496855345903,790613.7931034488
8,2016,Sage 03,Hibrida A,0.2571428571428572,62000,0.2758310871518418,0.274562224301564,30.48,45400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.0726764500349402,164593.4853420196
8,2016,Sage 03,Hibrida B,0.5142857142857142,62000,0.5265049415992812,0.5237713318183843,34.13,44100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,1.0237596086652692,83759.89761092151
8,2016,Sage 03,Hibrida C,0.5142857142857142,62000,0.5265049415992812,0.5041215523771332,46.28,88200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,1.0237596086652692,167519.79522184303
9,2016,Sage 01,Hibrida A,0.2571428571428572,60000,0.2551662174303684,0.24974379539277286,31.32,55100,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9923130677847658,215937.676056338
9,2016,Sage 01,Hibrida B,0.42857142857142855,60000,0.41689128481581306,0.41086307534643324,32.88,53500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9727463312368971,128330.81896551726
9,2016,Sage 01,Hibrida C,0.6571428571428573,60000,0.632524707996406,0.6205943946887671,41.64,62800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9625375991249655,99284.6590909091
9,2016,Sage 02,Hibrida A,0.6000000000000001,58000,0.5471698113207547,0.5394109521899924,32.42,55000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.911949685534591,100517.24137931035
9,2016,Sage 02,Hibrida B,0.6571428571428573,58000,0.5992812219227314,0.5830325714031102,36.68,73100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9119496855345911,121979.46026986507
9,2016,Sage 02,Hibrida C,0.4857142857142857,58000,0.4429469901168014,0.440360023169808,47.25,45300,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9119496855345911,102269.57403651117
9,2016,Sage 03,Hibrida A,0.45714285714285713,62000,0.47079964061096136,0.4639754043577062,48.72,54300,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.029874213836478,115335.68702290076
9,2016,Sage 03,Hibrida B,0.7142857142857144,62000,0.7214734950584006,0.7101991712337923,40.36,59700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,1.0100628930817608,82747.32254047324
9,2016,Sage 03,Hibrida C,0.14285714285714285,62000,0.16442048517520214,0.15367820701332263,31.68,68700,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,1.150943396226415,417831.1475409837
10,2016,Sage 01,Hibrida A,0.5428571428571429,60000,0.5247079964061095,0.5112507240564987,31.43,68200,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.966567361800728,129977.05479452056
10,2016,Sage 01,Hibrida B,0.5142857142857142,60000,0.4977538185085355,0.49373969611905716,32.41,47500,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9678546470999303,95428.70036101082
10,2016,Sage 01,Hibrida C,0.5142857142857142,60000,0.4977538185085355,0.4888829479124895,46.2,58400,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9678546470999303,117327.07581227436
10,2016,Sage 02,Hibrida A,0.6857142857142857,58000,0.6253369272237197,0.606202379361048,41.66,79100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9119496855345912,126491.81034482758
10,2016,Sage 02,Hibrida B,0.31428571428571433,58000,0.2866127583108715,0.2908702045181126,38.88,32800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9119496855345911,114440.12539184953
10,2016,Sage 02,Hibrida C,0.31428571428571433,58000,0.2866127583108715,0.27736933565031413,34.73,63100,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9119496855345911,220157.6802507837
10,2016,Sage 03,Hibrida A,0.42857142857142855,62000,0.4429469901168014,0.4497616183219712,31.82,24200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,1.0335429769392033,54634.07707910751
10,2016,Sage 03,Hibrida B,0.5714285714285714,62000,0.582210242587601,0.5848594216459475,43.32,31000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.0188679245283019,53245.37037037038
10,2016,Sage 03,Hibrida C,0.6000000000000001,62000,0.610062893081761,0.5825424408501538,40.8,98200,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0167714884696015,160967.01030927835
11,2016,Sage 01,Hibrida A,0.2285714285714286,60000,0.22821203953279423,0.21891012787951697,38.89,64300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9984276729559747,281755.51181102364
11,2016,Sage 01,Hibrida B,0.9142857142857144,60000,0.8751123090745733,0.8598226618544758,48.46,65900,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9571540880503144,75304.62012320328
11,2016,Sage 01,Hibrida C,0.7714285714285716,60000,0.7403414195867025,0.7302499665820077,48.36,56700,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9597018402049846,76586.286407767
11,2016,Sage 02,Hibrida A,0.6571428571428573,58000,0.5992812219227314,0.6032170387203137,43.5,27800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9119496855345911,46388.905547226386
11,2016,Sage 02,Hibrida B,0.3428571428571429,58000,0.31266846361185985,0.31827295816067375,30.53,29300,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345911,93709.48275862068
11,2016,Sage 02,Hibrida C,0.4857142857142857,58000,0.4429469901168014,0.42832954596087863,48.18,72300,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9119496855345911,163224.94929006087
11,2016,Sage 03,Hibrida A,0.3714285714285714,62000,0.38724168912848156,0.38831706991043985,45.5,38100,Jagung Hibrida,Benih Hibrida,False,True,False,False,1.042573778422835,98388.16705336428
11,2016,Sage 03,Hibrida B,0.39999999999999997,62000,0.41509433962264153,0.3933074900859957,42.25,88900,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.037735849056604,214168.1818181818
11,2016,Sage 03,Hibrida C,0.2571428571428572,62000,0.2758310871518418,0.26315554961457915,31.4,71000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.0726764500349402,257403.90879478835
12,2016,Sage 01,Hibrida A,0.42857142857142855,60000,0.41689128481581306,0.4097045849485363,37.37,56100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9727463312368971,134567.45689655174
12,2016,Sage 01,Hibrida B,0.8,60000,0.7672955974842767,0.7470480773515127,40.32,79000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9591194968553458,102959.01639344262
12,2016,Sage 01,Hibrida C,0.05714285714285716,60000,0.0664869721473495,0.06665775520206746,30.38,46000,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.1635220125786159,691864.864864865
12,2016,Sage 02,Hibrida A,0.39999999999999997,58000,0.3647798742138365,0.3611371028828588,31.8,49100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9119496855345913,134601.724137931
12,2016,Sage 02,Hibrida B,0.45714285714285713,58000,0.41689128481581306,0.3941540792229203,35.35,91000,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9119496855345911,218282.32758620693
12,2016,Sage 02,Hibrida C,0.31428571428571433,58000,0.2866127583108715,0.2949694782337477,43.11,23600,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9119496855345911,82341.065830721
12,2016,Sage 03,Hibrida A,0.7714285714285716,62000,0.7771787960467206,0.7632223855990732,41.9,64700,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0074539948753782,83249.82658959538
12,2016,Sage 03,Hibrida B,0.31428571428571433,62000,0.33153638814016173,0.3309717952145435,30.61,42800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.0548885077186962,129095.93495934959
12,2016,Sage 03,Hibrida C,0.28571428571428575,62000,0.30368373764600176,0.2843648353606915,36.7,85400,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.062893081761006,281213.60946745565
1,2017,Sage 01,Hibrida A,0.28571428571428575,60000,0.2821203953279424,0.28418660606870744,43.23,37800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9874213836477983,133985.35031847138
1,2017,Sage 01,Hibrida B,0.3714285714285714,60000,0.36298292902066487,0.35316134206656863,42.44,63000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9772617319787132,173561.8811881188
1,2017,Sage 01,Hibrida C,1.0,60000,0.9559748427672955,0.9510760593503542,48.91,41100,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9559748427672955,42992.76315789474
1,2017,Sage 02,Hibrida A,0.42857142857142855,58000,0.3908355795148247,0.3685781758231966,43.21,90400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345911,231299.31034482762
1,2017,Sage 02,Hibrida B,0.4857142857142857,58000,0.4429469901168014,0.42979993761974783,30.87,69000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9119496855345911,155774.84787018257
1,2017,Sage 02,Hibrida C,0.5714285714285714,58000,0.5211141060197664,0.5020273581963195,41.43,80900,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9119496855345912,155244.3103448276
1,2017,Sage 03,Hibrida A,0.39999999999999997,62000,0.41509433962264153,0.40128325090228584,37.8,71000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.037735849056604,171045.45454545453
1,2017,Sage 03,Hibrida B,0.45714285714285713,62000,0.47079964061096136,0.44619703248228854,46.33,94200,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.029874213836478,200085.1145038168
1,2017,Sage 03,Hibrida C,0.6857142857142857,62000,0.6936208445642408,0.6798110769504968,44.54,65900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.0115303983228512,95008.67875647669
